ID,ERGO_Prob,ERGO2_Prob,NetTCR_Prob,NetTCR22_Prob,TITAN_Prob,EPACT_Prob,PanPep_Prob,SCEPTR_Prob
immrep23_0,9.074383910956385e-08,0.1509491950273513,0.00014790893,0.37477437,0.01389590185135603,0.0045218375,0.59810066,0.6
immrep23_1,0.09992159157991409,0.4692913889884949,0.0036172867,0.038066663,0.0055727120488882065,0.042686913,0.10250708,0.5
immrep23_2,0.009164636954665184,0.0078676417469978,,,0.0002032854245044291,0.0012842512,0.6783799,0.2
immrep23_3,0.0065331836231052876,0.0052946172654628,0.0033964813,0.00022783251,0.00027737169875763357,0.025503116,0.8278917,0.4
immrep23_4,0.08065502345561981,0.5470619797706604,0.8592603,0.00010842366,0.0004116339550819248,9.954143e-05,0.6495998,0.5
immrep23_5,0.14090700447559357,0.6439372301101685,0.009532809,0.00034120196,0.00016821046301629394,0.00012601328,0.74531317,0.2
immrep23_6,0.0001450831477995962,0.3366020023822784,0.015478641,0.22713819,0.01793891377747059,0.036496952,0.2895152,0.5
immrep23_7,0.0002193886903114617,0.0590734854340553,0.9891279,0.03452208,0.014171060174703598,0.13016474,0.26493677,0.5
immrep23_8,0.0026177233085036278,0.2239125519990921,0.9917489,0.20103228,0.006072210147976875,0.016046463,0.282435,0.6
immrep23_9,0.10740560293197632,0.0810360088944435,0.00082042813,0.02377459,0.002544762333855033,0.13658692,0.53433794,0.0
immrep23_10,0.0446990504860878,0.4711960852146148,0.10212144,0.11423979,0.18753643333911896,0.17165905,0.6146763,0.5
immrep23_11,0.19365370273590088,0.0646625682711601,0.14834711,,0.0001897393085528165,0.008449481,0.7044833,0.0
immrep23_12,0.017078472301363945,0.15517458319664,0.98199403,0.2705772,0.01877911575138569,0.028787827,0.19301957,0.0
immrep23_13,0.04393847659230232,0.2189584821462631,0.41109496,0.21646526,0.054775938391685486,0.42803046,0.38636225,0.5
immrep23_14,0.02487870305776596,0.0065000033937394,0.0037239194,0.0012151541,0.11377684026956558,0.00014634823,0.81772494,0.2
immrep23_15,5.7789864513324574e-05,0.1876984387636184,0.14880621,0.06480285,0.016105730086565018,0.006991572,0.3556452,0.5
immrep23_16,0.0015913198003545403,0.2854990363121032,0.0028488934,0.18973298,0.0222037173807621,0.12908818,0.6499615,0.5
immrep23_17,0.36581119894981384,0.0026012372691184,0.61925155,0.16739601,0.0012704276014119387,0.10883208,0.93606913,0.0
immrep23_18,9.490051525062881e-06,0.9013311862945556,0.010846168,0.1774326,0.007224250119179487,0.051969554,0.61980534,0.0
immrep23_19,2.0250881789252162e-05,0.3747566938400268,0.2883128,0.07344438,0.0007658887188881636,0.0013801805,0.5159292,0.2
immrep23_20,0.00904205720871687,0.0825191363692283,0.002013743,0.02011798,0.25029486417770386,0.077193886,0.49221814,0.0
immrep23_21,0.00015632124268449843,0.5303760766983032,0.954139,0.2135241,0.02361169643700123,0.06285869,0.44397742,0.2
immrep23_22,0.17733465135097504,0.0009630829445086,0.0018680692,0.000116378535,0.17175839841365814,0.00070716266,0.7967893,0.5
immrep23_23,0.5669259428977966,0.0799614191055297,0.94936144,0.29881307,0.01300931628793478,0.075093165,0.29682717,0.5
immrep23_24,0.012168445624411106,0.8452890515327454,0.0008943081,0.19356045,0.0002104112645611167,0.015531451,0.38373774,0.5
immrep23_25,0.09335043281316757,0.0117075983434915,0.99779534,0.09960021,0.0031565469689667225,0.0030793415,0.6293297,0.5
immrep23_26,0.1265898495912552,0.0242147799581289,0.0010711551,0.024504725,1.66219579114113e-05,0.0010734914,0.6172423,0.5
immrep23_27,0.1913711577653885,0.1690585613250732,0.006426841,0.03219164,4.239727059029974e-05,0.004647061,0.7265128,0.5
immrep23_28,0.04143374785780907,0.0014096011873334,0.035907775,0.0005381033,0.0006410934147424996,0.00024126709,0.7209445,0.2
immrep23_29,0.06784502416849136,0.5637392997741699,0.99998033,0.13751584,0.009392714127898216,0.01789757,0.2952136,0.5
immrep23_30,0.0008647399954497814,0.6268287897109985,0.08517322,7.5411815e-05,0.00016761611914262176,0.00022303817,0.4849266,0.0
immrep23_31,0.02271951548755169,0.0224552787840366,0.693591,0.000103075596,0.008946220390498638,0.00013015016,0.50419706,0.0
immrep23_32,0.0487922728061676,0.0579334497451782,8.197785e-05,0.06327277,0.002354634925723076,0.0062540127,0.7673553,0.4
immrep23_33,0.035115040838718414,0.0805242359638214,0.00073593855,0.16519958,0.0048127369955182076,0.068603486,0.10160103,0.5
immrep23_34,0.10961214452981949,0.1257111728191375,0.11762136,0.16424778,0.02132045477628708,0.07114805,0.26282609,0.5
immrep23_35,0.21389605104923248,0.2520317137241363,0.02907303,,0.00021051079966127872,0.0017425846,0.7171066,0.0
immrep23_36,0.02169734798371792,0.6520614624023438,7.3027463e-06,0.007825235,2.7551450330065563e-05,0.020049779,0.30599362,0.5
immrep23_37,0.09809514880180359,0.1081767901778221,0.56917876,0.25250676,0.023681867867708206,0.006240532,0.33195248,0.5
immrep23_38,0.02042270451784134,0.3303125202655792,0.0029809773,0.071142495,0.1268494874238968,0.68163663,0.8076874,0.5
immrep23_39,0.35787972807884216,0.8586887717247009,,0.9999337,0.05662078037858009,0.9103099,0.7916205,0.6
immrep23_40,0.10420152544975281,0.3832744359970093,0.15089017,0.22006181,0.005619399715214968,0.008792575,0.19436176,0.4
immrep23_41,0.09937500208616257,0.1845389604568481,0.022610128,0.055883966,0.0225228238850832,1.597533e-05,0.16254441,0.5
immrep23_42,0.06904289126396179,0.1164767146110534,0.00012904406,0.16367608,0.0053351703099906445,0.7142805,0.6364775,0.5
immrep23_43,0.01322424691170454,0.1873431652784347,1.8737745e-05,0.090530954,0.009479541331529617,0.065071896,0.26358962,0.5
immrep23_44,0.18698285520076752,0.0041941166855394,0.8212364,0.00015639514,0.11763280630111694,0.0010962574,0.862715,0.5
immrep23_45,0.0021769776940345764,0.0010740837315097,0.00724113,0.1842353,0.028639068827033043,0.0015840855,0.6856983,0.5
immrep23_46,0.14559118449687958,0.0068196901120245,6.233395e-05,0.7853919,0.0011669107479974627,0.2029042,0.8738454,0.5
immrep23_47,0.045159753412008286,0.3967776894569397,0.052247137,0.9999031,0.02891896851360798,0.04119096,0.32126167,0.5
immrep23_48,0.04061058163642883,0.6306983828544617,0.00060018897,8.77761e-05,0.0004621180996764451,0.00018768733,0.5783119,0.5
immrep23_49,0.5174500346183777,0.1581819802522659,0.15203491,0.29426837,0.011237787082791328,0.09485192,0.45371386,0.5
immrep23_50,0.10502571612596512,0.0380860082805156,0.20081416,0.00036466424,0.06880030035972595,0.003950246,0.85375607,0.0
immrep23_51,0.062356431037187576,0.5108684301376343,0.5602452,8.252218e-05,0.00020545795268844813,5.6724402e-05,0.74919724,0.5
immrep23_52,0.023694446310400963,0.0819812715053558,0.011283785,0.050269347,0.06515341997146606,0.0005354523,0.66631305,0.5
immrep23_53,0.2518336772918701,0.0258555635809898,0.9214548,0.0002569825,0.0007919645868241787,0.09892665,0.83619976,0.2
immrep23_54,0.05072357878088951,0.0090932101011276,0.0027122796,0.111335576,0.01077869813889265,0.247524,0.21343763,0.5
immrep23_55,0.2834164500236511,0.1670677214860916,0.005159527,8.902747e-05,0.00030039346893318,0.007296154,0.581469,0.5
immrep23_56,0.13137030601501465,0.0032417729962617,0.0016583502,0.0941296,7.995507621672004e-05,0.068748385,0.842878,0.4
immrep23_57,0.0038277623243629932,0.5525181889533997,0.0009044409,0.00012418923,0.0004089568683411926,0.12642823,0.6516895,0.5
immrep23_58,0.0024401010014116764,0.4410919845104217,0.9806831,0.0005813588,0.009437118656933308,0.109248914,0.23062767,0.0
immrep23_59,0.05893969163298607,0.027650699019432,0.002251923,0.0877642,0.012509905733168125,0.01360344,0.3242329,0.0
immrep23_60,0.01931639574468136,0.0026734613347798,0.055784523,0.17904942,0.009680359624326229,0.27411354,0.7484592,0.4
